Sr. No.,Page,College Code,College Name,Course Code,Course Name,Status,Level,Stage,Caste/Category,Cut‑off Rank,Cut‑off Percentile
4742,443,03353,"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat,  Mumbai",0335392110,Artificial Intelligence and Machine Learning,Un-Aided,Home University Seats Allotted to Home University Candidates,I,GSCO,107593,57.4142590
4743,443,03353,"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat,  Mumbai",0335392110,Artificial Intelligence and Machine Learning,Un-Aided,State Level,I-NON DEFENCE,DEFOPENS,56289,80.5358903
4744,444,03423,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai",0342319110,Civil Engineering,Un-Aided Linguistic Minority - Hindi,Home University Seats Allotted to Home University Candidates,I,GOPENH,156384,25.5139718
4745,444,03423,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai",0342319110,Civil Engineering,Un-Aided Linguistic Minority - Hindi,Home University Seats Allotted to Home University Candidates,I,LOPENH,150585,30.4575002
4746,444,03423,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai",0342319110,Civil Engineering,Un-Aided Linguistic Minority - Hindi,Home University Seats Allotted to Home University Candidates,I,LOPENO,132360,43.4393889
4747,444,03423,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai",0342319110,Civil Engineering,Un-Aided Linguistic Minority - Hindi,State Level,I,MI,106684,58.1158577
4748,444,03423,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai",0342319110,Civil Engineering,Un-Aided Linguistic Minority - Hindi,State Level,MH,MI,132186,43.5298862
4749,445,03423,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai",0342324510,Computer Engineering,Un-Aided Linguistic Minority - Hindi,Home University Seats Allotted to Home University Candidates,I,GOPENH,34038,88.5172385
4750,445,03423,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai",0342324510,Computer Engineering,Un-Aided Linguistic Minority - Hindi,Home University Seats Allotted to Home University Candidates,I,LOPENH,35173,88.1140239
4751,445,03423,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai",0342324510,Computer Engineering,Un-Aided Linguistic Minority - Hindi,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GOPENO,81024,70.5008347
4752,445,03423,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai",0342324510,Computer Engineering,Un-Aided Linguistic Minority - Hindi,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,LOPENO,86969,67.8622856
4753,445,03423,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai",0342324510,Computer Engineering,Un-Aided Linguistic Minority - Hindi,State Level,I,MI,40600,86.1322362
4754,445,03423,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai",0342324510,Computer Engineering,Un-Aided Linguistic Minority - Hindi,State Level,I,TFWS,26514,91.1269352
4755,446,03423,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai",0342324610,Information Technology,Un-Aided Linguistic Minority - Hindi,Home University Seats Allotted to Home University Candidates,I,GOPENH,42639,85.3822102
4756,446,03423,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai",0342324610,Information Technology,Un-Aided Linguistic Minority - Hindi,Home University Seats Allotted to Home University Candidates,I,LOPENH,43578,85.0982359
4757,446,03423,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai",0342324610,Information Technology,Un-Aided Linguistic Minority - Hindi,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GOPENO,82316,69.8140377
4758,446,03423,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai",0342324610,Information Technology,Un-Aided Linguistic Minority - Hindi,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,LOPENO,156710,24.7657909
4759,446,03423,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai",0342324610,Information Technology,Un-Aided Linguistic Minority - Hindi,State Level,I,MI,51010,82.4585869
4760,446,03423,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai",0342324610,Information Technology,Un-Aided Linguistic Minority - Hindi,State Level,I,TFWS,29050,90.2921536
4761,447,03423,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai",0342337210,Electronics and Telecommunication Engg,Un-Aided Linguistic Minority - Hindi,Home University Seats Allotted to Home University Candidates,I,GOPENH,54206,81.2928705
4762,447,03423,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai",0342337210,Electronics and Telecommunication Engg,Un-Aided Linguistic Minority - Hindi,Home University Seats Allotted to Home University Candidates,I,LOPENH,53334,81.6588250
4763,447,03423,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai",0342337210,Electronics and Telecommunication Engg,Un-Aided Linguistic Minority - Hindi,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GOPENO,116288,53.5178490
4764,447,03423,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai",0342337210,Electronics and Telecommunication Engg,Un-Aided Linguistic Minority - Hindi,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,LOPENO,136710,40.2848342
4765,447,03423,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai",0342337210,Electronics and Telecommunication Engg,Un-Aided Linguistic Minority - Hindi,State Level,I,MI,85729,68.4737144
4766,447,03423,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai",0342337210,Electronics and Telecommunication Engg,Un-Aided Linguistic Minority - Hindi,State Level,I,TFWS,48237,83.5013309
4767,448,03423,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai",0342361210,Mechanical Engineering,Un-Aided Linguistic Minority - Hindi,Home University Seats Allotted to Home University Candidates,I,GOPENH,83823,69.2754730
4768,448,03423,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai",0342361210,Mechanical Engineering,Un-Aided Linguistic Minority - Hindi,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GOPENO,113765,54.3568289
4769,448,03423,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai",0342361210,Mechanical Engineering,Un-Aided Linguistic Minority - Hindi,State Level,I,MI,159163,22.5020163
4770,449,03423,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai",0342390010,Electronics and Computer Science,Un-Aided Linguistic Minority - Hindi,Home University Seats Allotted to Home University Candidates,I,GOPENH,46804,83.8465891
4771,449,03423,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai",0342390010,Electronics and Computer Science,Un-Aided Linguistic Minority - Hindi,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GOPENO,137099,40.1585977
4772,449,03423,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai",0342390010,Electronics and Computer Science,Un-Aided Linguistic Minority - Hindi,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,LOPENO,148501,31.6234334
4773,449,03423,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai",0342390010,Electronics and Computer Science,Un-Aided Linguistic Minority - Hindi,State Level,I,MI,71499,74.4421543
4774,449,03423,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai",0342390010,Electronics and Computer Science,Un-Aided Linguistic Minority - Hindi,State Level,I,TFWS,45260,84.5114907
4775,450,03436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.",0343624510,Computer Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I,GOPENH,78577,71.7115000
4776,450,03436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.",0343624510,Computer Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I,GSCH,103024,60.2921536
4777,450,03436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.",0343624510,Computer Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I,GOBCH,111788,55.3559436
4778,450,03436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.",0343624510,Computer Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I,GSEBCH,166800,15.6816655
4779,450,03436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.",0343624510,Computer Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I,LOPENH,103327,60.2294112
4780,450,03436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.",0343624510,Computer Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I,LOBCH,127119,46.5102928
4781,450,03436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.",0343624510,Computer Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I,LSEBCH,131145,43.9565943
4782,450,03436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.",0343624510,Computer Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,VII,GSTH,90924,65.9366282
4783,450,03436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.",0343624510,Computer Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,VII,GNT2H,94281,64.6500162
4784,450,03436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.",0343624510,Computer Engineering,Un-Aided,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GOPENO,171925,9.9567819
4785,450,03436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.",0343624510,Computer Engineering,Un-Aided,Other Than Home University Seats Allotted to Other Than Home University Candidates,VII,GSTO,177361,3.2456580
4786,450,03436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.",0343624510,Computer Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I,GSCO,127049,46.5102928
4787,450,03436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.",0343624510,Computer Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I,GOBCO,120357,50.8618056
4788,450,03436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.",0343624510,Computer Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I,LOPENO,106721,58.1158577
4789,450,03436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.",0343624510,Computer Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I,LSCO,112237,55.2318816
4790,450,03436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.",0343624510,Computer Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,VII,GSEBCO,96340,63.2687832
4791,450,03436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.",0343624510,Computer Engineering,Un-Aided,State Level,I,TFWS,84371,69.2652564
4792,450,03436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.",0343624510,Computer Engineering,Un-Aided,State Level,VII,ORPHAN,89698,66.8404462
4793,451,03436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.",0343624610,Information Technology,Un-Aided,Home University Seats Allotted to Home University Candidates,I,GOPENH,90828,65.9366282
4794,451,03436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.",0343624610,Information Technology,Un-Aided,Home University Seats Allotted to Home University Candidates,I,GSCH,107538,57.4142590
4795,451,03436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.",0343624610,Information Technology,Un-Aided,Home University Seats Allotted to Home University Candidates,I,GOBCH,118477,52.0276576
4796,451,03436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.",0343624610,Information Technology,Un-Aided,Home University Seats Allotted to Home University Candidates,I,LOPENH,99986,61.8908693
4797,451,03436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.",0343624610,Information Technology,Un-Aided,Home University Seats Allotted to Home University Candidates,I-NON PWD,PWDOPENH,97469,63.0701676
4798,451,03436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.",0343624610,Information Technology,Un-Aided,Home University Seats Allotted to Home University Candidates,VII,GSTH,124760,48.0648514
4799,451,03436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.",0343624610,Information Technology,Un-Aided,Home University Seats Allotted to Home University Candidates,VII,GSEBCH,119012,51.2783205
4800,451,03436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.",0343624610,Information Technology,Un-Aided,Home University Seats Allotted to Home University Candidates,VII,LSEBCH,122541,49.6193645
4801,451,03436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.",0343624610,Information Technology,Un-Aided,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GOPENO,154883,27.1291039
4802,451,03436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.",0343624610,Information Technology,Un-Aided,Home University Seats Allotted to Home University Candidates,I,GOPENO,102542,60.2951569
4803,451,03436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.",0343624610,Information Technology,Un-Aided,Home University Seats Allotted to Home University Candidates,I,GOBCO,114016,54.1800379
4804,451,03436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.",0343624610,Information Technology,Un-Aided,Home University Seats Allotted to Home University Candidates,I,LOPENO,102416,60.5030966
4805,451,03436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.",0343624610,Information Technology,Un-Aided,Home University Seats Allotted to Home University Candidates,I,LSCO,103692,60.1504384
4806,451,03436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.",0343624610,Information Technology,Un-Aided,Home University Seats Allotted to Home University Candidates,II,LNT3O,145657,34.2191386
4807,451,03436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.",0343624610,Information Technology,Un-Aided,Home University Seats Allotted to Home University Candidates,VII,GSTO,123152,48.8696809
4808,451,03436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.",0343624610,Information Technology,Un-Aided,Home University Seats Allotted to Home University Candidates,VII,GVJO,103952,60.1291862
4809,451,03436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.",0343624610,Information Technology,Un-Aided,Home University Seats Allotted to Home University Candidates,VII,GNT2O,112995,54.7526673
4810,451,03436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.",0343624610,Information Technology,Un-Aided,Home University Seats Allotted to Home University Candidates,VII,LSEBCO,123688,48.7779490
4811,451,03436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.",0343629310,Electrical Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I,GOPENH,166130,16.2423214
4812,452,03436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.",0343690010,Electronics and Computer Science,Un-Aided,Home University Seats Allotted to Home University Candidates,I,GOPENH,89896,66.4751458
4813,452,03436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.",0343690010,Electronics and Computer Science,Un-Aided,Home University Seats Allotted to Home University Candidates,I,LOPENH,115499,53.7694785
4814,452,03436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.",0343690010,Electronics and Computer Science,Un-Aided,Home University Seats Allotted to Home University Candidates,I,LSCH,153229,27.8154230
4815,452,03436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.",0343690010,Electronics and Computer Science,Un-Aided,Home University Seats Allotted to Home University Candidates,I-NON PWD,PWDOPENH,94716,64.4664266
4816,452,03436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.",0343690010,Electronics and Computer Science,Un-Aided,Home University Seats Allotted to Home University Candidates,VII,GSCH,104382,60.0743746
4817,452,03436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.",0343690010,Electronics and Computer Science,Un-Aided,Home University Seats Allotted to Home University Candidates,VII,GNT3H,103203,60.2294112
4818,452,03436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.",0343690010,Electronics and Computer Science,Un-Aided,Home University Seats Allotted to Home University Candidates,VII,GSEBCH,120422,50.8618056
4819,452,03436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.",0343690010,Electronics and Computer Science,Un-Aided,Home University Seats Allotted to Home University Candidates,I,GOBCO,157710,24.3027383
4820,452,03436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.",0343690010,Electronics and Computer Science,Un-Aided,State Level,I,TFWS,156471,25.0606208
4821,453,03436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.",0343691110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),Un-Aided,Home University Seats Allotted to Home University Candidates,I,GOPENH,90319,66.1855163
4822,453,03436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.",0343691110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),Un-Aided,Home University Seats Allotted to Home University Candidates,I,GSCH,136234,40.7306838
4823,453,03436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.",0343691110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),Un-Aided,Home University Seats Allotted to Home University Candidates,I,GOBCH,132366,43.4393889
4824,453,03436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.",0343691110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),Un-Aided,Home University Seats Allotted to Home University Candidates,I,LOPENH,125197,47.9076668
4825,453,03436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.",0343691110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),Un-Aided,Home University Seats Allotted to Home University Candidates,I,LSEBCH,164160,18.4142776
4826,453,03436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.",0343691110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),Un-Aided,Home University Seats Allotted to Home University Candidates,I-NON PWD,PWDOPENH,84190,69.2652564
4827,453,03436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.",0343691110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),Un-Aided,Home University Seats Allotted to Home University Candidates,VII,GSTH,115201,53.8203081
4828,453,03436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.",0343691110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),Un-Aided,Home University Seats Allotted to Home University Candidates,VII,GSEBCH,123608,48.7779490
4829,453,03436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.",0343691110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),Un-Aided,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,LOPENO,128632,45.5784574
4830,453,03436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.",0343691110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),Un-Aided,Home University Seats Allotted to Home University Candidates,I,GOPENO,100165,61.6354671
4831,453,03436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.",0343691110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),Un-Aided,Home University Seats Allotted to Home University Candidates,VII,GSTO,120803,50.6340761
4832,453,03436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.",0343691110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),Un-Aided,Home University Seats Allotted to Home University Candidates,VII,LSEBCO,121001,50.6004122
4833,454,03439,"Anjuman-I-Islam's Kalsekar Technical Campus, Panvel",0343919110,Civil Engineering,Un-Aided Religious Minority - Muslim,Home University Seats Allotted to Home University Candidates,I,GOPENH,152015,28.7732713
4834,454,03439,"Anjuman-I-Islam's Kalsekar Technical Campus, Panvel",0343919110,Civil Engineering,Un-Aided Religious Minority - Muslim,State Level,I,MI,144077,35.2166182
4835,454,03439,"Anjuman-I-Islam's Kalsekar Technical Campus, Panvel",0343924510,Computer Engineering,Un-Aided Religious Minority - Muslim,Home University Seats Allotted to Home University Candidates,I,GOPENH,65386,76.7997668
4836,454,03439,"Anjuman-I-Islam's Kalsekar Technical Campus, Panvel",0343924510,Computer Engineering,Un-Aided Religious Minority - Muslim,Home University Seats Allotted to Home University Candidates,I,LOPENH,57556,80.0033580
4837,454,03439,"Anjuman-I-Islam's Kalsekar Technical Campus, Panvel",0343924510,Computer Engineering,Un-Aided Religious Minority - Muslim,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GOPENO,105915,58.5786927
4838,454,03439,"Anjuman-I-Islam's Kalsekar Technical Campus, Panvel",0343924510,Computer Engineering,Un-Aided Religious Minority - Muslim,State Level,I,MI,76008,72.7750912
4839,455,03439,"Anjuman-I-Islam's Kalsekar Technical Campus, Panvel",0343961210,Mechanical Engineering,Un-Aided Religious Minority - Muslim,Home University Seats Allotted to Home University Candidates,II,LOPENH,158279,23.9858471
4840,455,03439,"Anjuman-I-Islam's Kalsekar Technical Campus, Panvel",0343961210,Mechanical Engineering,Un-Aided Religious Minority - Muslim,State Level,I,MI,160186,22.0578726
4841,455,03439,"Anjuman-I-Islam's Kalsekar Technical Campus, Panvel",0343990010,Electronics and Computer Science,Un-Aided Religious Minority - Muslim,Home University Seats Allotted to Home University Candidates,I,GOPENH,77869,71.7682877
4842,455,03439,"Anjuman-I-Islam's Kalsekar Technical Campus, Panvel",0343990010,Electronics and Computer Science,Un-Aided Religious Minority - Muslim,Home University Seats Allotted to Home University Candidates,I,LOPENH,87535,67.6869909
4843,455,03439,"Anjuman-I-Islam's Kalsekar Technical Campus, Panvel",0343990010,Electronics and Computer Science,Un-Aided Religious Minority - Muslim,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GOPENO,138312,39.2350823
4844,455,03439,"Anjuman-I-Islam's Kalsekar Technical Campus, Panvel",0343990010,Electronics and Computer Science,Un-Aided Religious Minority - Muslim,State Level,I,MI,65581,76.7776254
4845,456,03439,"Anjuman-I-Islam's Kalsekar Technical Campus, Panvel",0343991110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),Un-Aided Religious Minority - Muslim,Home University Seats Allotted to Home University Candidates,I,GOPENH,73584,73.7743452
4846,456,03439,"Anjuman-I-Islam's Kalsekar Technical Campus, Panvel",0343991110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),Un-Aided Religious Minority - Muslim,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GOPENO,128163,46.2784017
4847,456,03439,"Anjuman-I-Islam's Kalsekar Technical Campus, Panvel",0343991110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),Un-Aided Religious Minority - Muslim,State Level,I,MI,72875,73.8486985
4848,457,03439,"Anjuman-I-Islam's Kalsekar Technical Campus, Panvel",0343991210,Computer Science and Engineering(Data Science),Un-Aided Religious Minority - Muslim,Home University Seats Allotted to Home University Candidates,I,GOPENH,74326,73.4250332
4849,457,03439,"Anjuman-I-Islam's Kalsekar Technical Campus, Panvel",0343991210,Computer Science and Engineering(Data Science),Un-Aided Religious Minority - Muslim,Home University Seats Allotted to Home University Candidates,I,LOPENH,75336,73.1122470
4850,457,03439,"Anjuman-I-Islam's Kalsekar Technical Campus, Panvel",0343991210,Computer Science and Engineering(Data Science),Un-Aided Religious Minority - Muslim,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GOPENO,128883,45.5219220
4851,457,03439,"Anjuman-I-Islam's Kalsekar Technical Campus, Panvel",0343991210,Computer Science and Engineering(Data Science),Un-Aided Religious Minority - Muslim,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,LOPENO,120613,50.8618056
4852,457,03439,"Anjuman-I-Islam's Kalsekar Technical Campus, Panvel",0343991210,Computer Science and Engineering(Data Science),Un-Aided Religious Minority - Muslim,State Level,I,MI,81091,70.5008347
4853,458,03439,"Anjuman-I-Islam's Kalsekar Technical Campus, Panvel",0343992610,Electrical and Computer Engineering,Un-Aided Religious Minority - Muslim,Home University Seats Allotted to Home University Candidates,I,GOPENH,92504,65.4406319
4854,458,03439,"Anjuman-I-Islam's Kalsekar Technical Campus, Panvel",0343992610,Electrical and Computer Engineering,Un-Aided Religious Minority - Muslim,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GOPENO,119221,51.2170385
4855,458,03439,"Anjuman-I-Islam's Kalsekar Technical Campus, Panvel",0343992610,Electrical and Computer Engineering,Un-Aided Religious Minority - Muslim,Home University Seats Allotted to Home University Candidates,I,GOPENO,97681,62.9029550
4856,458,03439,"Anjuman-I-Islam's Kalsekar Technical Campus, Panvel",0343992610,Electrical and Computer Engineering,Un-Aided Religious Minority - Muslim,Home University Seats Allotted to Home University Candidates,I,LOPENO,103218,60.2294112
4857,458,03439,"Anjuman-I-Islam's Kalsekar Technical Campus, Panvel",0343992610,Electrical and Computer Engineering,Un-Aided Religious Minority - Muslim,State Level,I,MI,91379,65.7227350
4858,459,03440,"Metropolitan Institute of Technology & Management, Sukhalwad, Sindhudurg.",0344024510,Computer Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I,GOPENH,103336,60.2294112
4859,459,03440,"Metropolitan Institute of Technology & Management, Sukhalwad, Sindhudurg.",0344024510,Computer Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I,GSCH,161051,21.3531102
4860,459,03440,"Metropolitan Institute of Technology & Management, Sukhalwad, Sindhudurg.",0344024510,Computer Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I,GOBCH,174029,7.7070408
4861,459,03440,"Metropolitan Institute of Technology & Management, Sukhalwad, Sindhudurg.",0344024510,Computer Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,VII,GSCH,160552,21.4924132
4862,459,03440,"Metropolitan Institute of Technology & Management, Sukhalwad, Sindhudurg.",0344024510,Computer Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,VII,LSTH,156054,25.5936912
4863,459,03440,"Metropolitan Institute of Technology & Management, Sukhalwad, Sindhudurg.",0344024510,Computer Engineering,Un-Aided,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GOPENO,85797,68.4737144
4864,459,03440,"Metropolitan Institute of Technology & Management, Sukhalwad, Sindhudurg.",0344024510,Computer Engineering,Un-Aided,Other Than Home University Seats Allotted to Other Than Home University Candidates,VII,LSCO,168064,14.1948203
4865,459,03440,"Metropolitan Institute of Technology & Management, Sukhalwad, Sindhudurg.",0344024510,Computer Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I,GOPENO,146836,32.8923205
4866,459,03440,"Metropolitan Institute of Technology & Management, Sukhalwad, Sindhudurg.",0344024510,Computer Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I,GSCO,164286,18.4142776
4867,459,03440,"Metropolitan Institute of Technology & Management, Sukhalwad, Sindhudurg.",0344024510,Computer Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I,GOBCO,175656,5.6508269
4868,459,03440,"Metropolitan Institute of Technology & Management, Sukhalwad, Sindhudurg.",0344024510,Computer Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I,GSEBCO,163174,19.1366185
4869,459,03440,"Metropolitan Institute of Technology & Management, Sukhalwad, Sindhudurg.",0344024510,Computer Engineering,Un-Aided,State Level,I-NON DEFENCE,DEFOPENS,156828,24.7657909
4870,460,03445,"Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research",0344524510,Computer Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I,GOPENH,131642,43.8452614
4871,460,03445,"Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research",0344524510,Computer Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I,GSCH,135508,41.0394031
4872,460,03445,"Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research",0344524510,Computer Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I,GOBCH,140048,38.4109612
4873,460,03445,"Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research",0344524510,Computer Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I,LOPENH,151069,29.6395567
